Column1,company,experience,min_exp,max_exp,salary,location,joblisted(days_ago),postedin,rating,reviews_count,details,salary_data_provide_by,base_salary,max_salary,salary_disclosed,Exp_Pattern
Netradyne - Staff Data Analyst - Python/SQL (7-9 yrs),Netradyne Technologies India Pvt Ltd,7-9 Yrs,7,9,Not Disclosed,Bangalore / Bengaluru,16,hirist,3.6,37,"Data Analyst, Data Analytics, Data Pipeline",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Manager/Data Analyst (4-10 yrs),C2FO,4-10 Yrs,4,10,Not Disclosed,Noida,19,hirist,3.6,53,"Data Analytics, Business Analyst, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Manager/Senior Manager - Data Governance Products (10-13 yrs),HuQuo,10-13 Yrs,10,13,Not Disclosed,Pune,9,hirist,3.8,14,"Product Management, Data Governance, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Manager/Senior Manager - Data Analyst (2-10 yrs),HuQuo,2-10 Yrs,2,10,Not Disclosed,"Delhi ncr, Mumbai, Bangalore / Bengaluru
													+5 more",9,iimjobs,3.8,14,"Tableau, Python, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Business Intelligence (1-3 yrs),HuQuo Consulting Pvt. Ltd.,1-3 Yrs,1,3,Not Disclosed,Gurgaon / Gurugram,9,hirist,3.8,14,"Data Analyst, Data Analytics, Reporting Tools",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Research Analyst - Data Analytics (5-8 yrs),HuQuo,5-8 Yrs,5,8,Not Disclosed,Gurgaon / Gurugram,9,hirist,3.8,14,"IT Research, Data Analytics, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Engineer - Python/Hadoop (2-8 yrs),HuQuo,2-8 Yrs,2,8,Not Disclosed,Gurgaon / Gurugram,9,hirist,3.8,14,"Data Analytics, Data Analyst, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Assistant Manager/Lead Manager - Data Analytics (3-6 yrs),HuQuo Consulting Pvt. Ltd.,3-6 Yrs,3,6,Not Disclosed,Gurgaon / Gurugram,9,hirist,3.8,14,"IT Project Delivery, Data Analyst, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Manager/Senior Manager - Data Analyst - KPO (5-7 yrs),HuQuo,5-7 Yrs,5,7,Not Disclosed,"Hyderabad / Secunderabad, Pune, Gurgaon / Gurugram",9,iimjobs,3.8,14,"Data Analytics, Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Paktolus solutions,1-2 Yrs,1,2,Not Disclosed,Mumbai,24,Naukri,3.9,27,"Computer science, Data analysis, Claims",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,PreludeSys India Ltd,5-7 Yrs,5,7,Not Disclosed,Chennai,30,Naukri,3.6,217,"Python, Mahine learning, Wealth management",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,Whatfix,3-5 Yrs,3,5,Not Disclosed,Bangalore / Bengaluru,30,Naukri,3.5,72,"Web analytics, Analytical, Medical insurance",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Oceaneering International Services Limited,3-8 Yrs,3,8,Not Disclosed,Chandigarh,90,Naukri,4,232,"ERP, Renewable energy, Aerospace",Unknown,360000,1330000,0,Range (X-Y yrs)
GVM Data Analyst,Sony India Software Centre Pvt Ltd,1-4 Yrs,1,4,Not Disclosed,Bangalore / Bengaluru,365,Naukri,4.3,1100,"Unix, Networking, Linux",Unknown,360000,1330000,0,Range (X-Y yrs)
Research Analyst,CapeStart Software Private Limited,1-5 Yrs,1,5,₹ 1.9 - 3.5L/yr (AmbitionBox estimate),Nagercoil,150,Naukri,4.6,268,"Analytical skills, Data analysis, Excel",Estimated by Ambition Box,190000,350000,1,Range (X-Y yrs)
Software Engineer,Chubb,7-10 Yrs,7,10,Not Disclosed,"Nizamabad, Warangal, Hyderabad / Secunderabad",60,Naukri,3.8,128,"Computer science, Economics, Data analysis",Unknown,1350000,2000000,0,Range (X-Y yrs)
Junior Data Analyst,Consulting And Beyond,0-1 Yrs,0,1,₹ 1 - 2L/yr,Chennai,3,Naukri,4.3,5,"Pivot Table, Communication Skills, VLOOKUP",Salary Listed by Company,100000,200000,1,Range (X-Y yrs)
Data Analyst,D2 International,3-8 Yrs,3,8,Not Disclosed,Kolkata,12,Naukri,3.6,23,"Data Visualizations, KPI, Coral Draw",Unknown,360000,1330000,0,Range (X-Y yrs)
Softsensor AI - Senior Consultant Manager/Data Analyst - Analytics (2-4 yrs),Softsensor AI LLC,2-4 Yrs,2,4,Not Disclosed,Gurgaon / Gurugram,14,iimjobs,3.8,18,"Analytics, Machine Learning, Data Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Digit88 Technologies - Data Analyst - SQL/Python (4-7 yrs),DIGIT88 TECHNOLOGIES PVT LTD,4-7 Yrs,4,7,Not Disclosed,Pune,7,hirist,3.6,15,"Data Analyst, Excel, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,KRSNAA Diagnostics,1-5 Yrs,1,5,Not Disclosed,Pune,270,Naukri,3.9,378,"Trade, Head Business Development, Diagnostics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst (5-12 yrs),Personnel Search Services,5-12 Yrs,5,12,Not Disclosed,"Mumbai, Navi Mumbai",30,iimjobs,4.7,6,"Data Science, Data Management, Analytics",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,InnovAccer,1-4 Yrs,1,4,₹ 5.5 - 13L/yr (AmbitionBox estimate),Noida,30,Naukri,3.1,290,"Health insurance, Product engineering, Claims",Estimated by Ambition Box,550000,1300000,1,Range (X-Y yrs)
Lead Data Analyst,InnovAccer,5-6 Yrs,5,6,₹ 32 - 25L/yr (AmbitionBox estimate),Noida,30,Naukri,3.1,290,"Health insurance, Skill development, Data modeling",Estimated by Ambition Box,3200000,2500000,1,Range (X-Y yrs)
Priority Technology Holdings - Data Analyst - Tableau/Power BI (2-5 yrs),Priority Technology Holdings,2-5 Yrs,2,5,Not Disclosed,Chandigarh,7,hirist,3.1,46,"Data Analyst, SQL Server, Looker",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Experian PLC,3-5 Yrs,3,5,Not Disclosed,Mumbai,60,Naukri,3.7,84,"CRM, Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Manager - Data Analytics & Engineering (5-10 yrs),Credit Saison,5-10 Yrs,5,10,Not Disclosed,Bangalore / Bengaluru,27,hirist,3.8,42,"Data Analyst, Data Analytics, Data Engineering",Unknown,360000,1330000,0,Range (X-Y yrs)
Associate BI Developer - Data Visualization (1-3 yrs),Kaplan,1-3 Yrs,1,3,Not Disclosed,Bangalore / Bengaluru,60,hirist,3.7,58,"Data Pipeline, Data Analytics, Data Analyst",Unknown,360000,1330000,0,Range (X-Y yrs)
Lead Data Analyst,Cimpress India,5-10 Yrs,5,10,Not Disclosed,Bangalore / Bengaluru,90,Naukri,3.9,266,"Consulting, Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,conneqtbusinesssolutions,1-3 Yrs,1,3,Not Disclosed,Bangalore / Bengaluru,150,Naukri,3.7,8000,"Troubleshooting, Manager Quality Assurance, Data mining",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,InApp Information Technologies,6-11 Yrs,6,11,Not Disclosed,"Thiruvananthapuram, Cochin/Ernakulam/Kochi",180,Naukri,4.7,56,"Data analysis, SQL, Forecasting",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Python (3-7 yrs),"Triad Square Pvt Ltd.,",3-7 Yrs,3,7,Not Disclosed,Bangalore / Bengaluru,30,hirist,4,30,"Python, Data Analyst, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst II - BI Development (5-5 yrs),MEREDITH INDIA SERVICES PRIVATE LIMITED,5-5 Yrs,5,5,Not Disclosed,Bangalore / Bengaluru,30,hirist,4.3,19,"Microstrategy, Data Analyst, Power BI",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - BFSI/Healthcare (2-5 yrs),Crescendo Global Leadership Hiring India Private Limited,2-5 Yrs,2,5,Not Disclosed,Gurgaon / Gurugram,30,iimjobs,4.2,119,"Analytics, Data Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Financial Master Data  Analyst,DISCOVERY COMMUNICATIONS INDIA,2-7 Yrs,2,7,Not Disclosed,Hyderabad / Secunderabad,25,Naukri,3.7,38,"excel, business intelligence tools, data analysis",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst - DOMO Tool (6-8 yrs),Cortex Consulting Pvt. Ltd.,6-8 Yrs,6,8,Not Disclosed,Chennai,27,hirist,3.1,16,"Data Analyst, Data Analytics, Python",Unknown,360000,1330000,0,Range (X-Y yrs)
Thoucentric - Data Analyst - SQL (0-2 yrs),Thoucentric Technology Pvt. Ltd.,0-2 Yrs,0,2,Not Disclosed,Bangalore / Bengaluru,60,hirist,3.8,89,"Data Analyst, Data Analytics, Data Pipeline",Unknown,360000,1330000,0,Range (X-Y yrs)
Thoucentric -  Data Analyst (0-2 yrs),Thoucentric Technology Private Limited,0-2 Yrs,0,2,Not Disclosed,Bangalore / Bengaluru,60,iimjobs,3.8,89,"Data Analytics, Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Impressico Business Solutions Pvt. Ltd.,3-5 Yrs,3,5,₹ 3.5 - 5L/yr (AmbitionBox estimate),Noida,365,Naukri,4.5,161,"Data entry, Data Analyst, Finance",Estimated by Ambition Box,350000,500000,1,Range (X-Y yrs)
Lead Data Analyst (3-6 yrs),Grizmo Labs,3-6 Yrs,3,6,Not Disclosed,Gurgaon / Gurugram,26,hirist,3.9,23,"Data Analyst, Data Analytics, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Senior Data Analyst,Capco Technologies Pvt Ltd,2-7 Yrs,2,7,Not Disclosed,"Chennai, Pune, New Delhi
													+4 more",60,Naukri,3.7,424,"sql, data manipulation, communication skills",Unknown,680000,925000,0,Range (X-Y yrs)
Data Analyst,Astaguru,4-8 Yrs,4,8,Not Disclosed,Mumbai,23,Naukri,4.1,12,"Data Scraping, Data Cleansing, Data Extraction",Unknown,360000,1330000,0,Range (X-Y yrs)
AI Data Analyst -Associate Tech Specialist,Essenware Private Limted,1-3 Yrs,1,3,Not Disclosed,"Chennai, Pune, New Delhi
													+4 more",16,Naukri,4.7,4,"Data analysis, Usage, Project implementation",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Investment Bank (1-3 yrs),Upgrad Rekrut,1-3 Yrs,1,3,Not Disclosed,Mumbai,21,iimjobs,3.5,44,"Data Analytics, Analytics, Consulting - BFSI",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Indium Software (India) Limited,4-9 Yrs,4,9,Not Disclosed,Chennai,150,Naukri,4.1,698,"SQL, CRM, Python",Unknown,600000,1220000,0,Range (X-Y yrs)
Data Analyst - Tableau,Indium Software (India) Limited,4-9 Yrs,4,9,Not Disclosed,Chennai,180,Naukri,4.1,698,"SAN, SAS, SOC",Unknown,600000,1220000,0,Range (X-Y yrs)
Data Analyst,Indium Software (India) Limited,2-4 Yrs,2,4,₹ 6 - 12.2L/yr (AmbitionBox estimate),Hyderabad / Secunderabad,240,Naukri,4.1,698,"SQL, Monitoring, Python",Estimated by Ambition Box,600000,1220000,1,Range (X-Y yrs)
Indium Software - Manager - Data Analytics (6-10 yrs),Indium Software,6-10 Yrs,6,10,Not Disclosed,Bangalore / Bengaluru,120,hirist,4.1,698,"Data Analytics, Data Analyst, SQL",Unknown,360000,1330000,0,Range (X-Y yrs)
Indium Software - Data Analyst - SQL/SAS/Python (3-7 yrs),Indium Software,3-7 Yrs,3,7,Not Disclosed,Bangalore / Bengaluru,120,hirist,4.1,698,"SQL, SAS, R",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst,Indium Software (India) Limited,4-9 Yrs,4,9,Not Disclosed,Chennai,180,Naukri,4.1,698,"IT services, tableau, SAS",Unknown,600000,1220000,0,Range (X-Y yrs)
Data Analyst,Indium Software (India) Limited,5-10 Yrs,5,10,Not Disclosed,Hyderabad / Secunderabad,240,Naukri,4.1,698,"Data Analyst, SQL, CRM",Unknown,600000,1220000,0,Range (X-Y yrs)
Data Analyst,Indium Software (India) Limited,2-4 Yrs,2,4,₹ 6 - 12.2L/yr (AmbitionBox estimate),Hyderabad / Secunderabad,240,Naukri,4.1,698,"Data Analyst, SQL, CRM",Estimated by Ambition Box,600000,1220000,1,Range (X-Y yrs)
Data Analyst,Indium Software (India) Limited,4-9 Yrs,4,9,Not Disclosed,Bangalore / Bengaluru,240,Naukri,4.1,698,"Data Analyst, CRM, Python",Unknown,600000,1220000,0,Range (X-Y yrs)
Data Analyst - R/Python (2-8 yrs),SolarSquare Energy,2-8 Yrs,2,8,Not Disclosed,Mumbai,17,hirist,3.2,81,"Data Analyst, Data Mining, Data Visualization",Unknown,360000,1330000,0,Range (X-Y yrs)
C2FO - Data Analyst (0-4 yrs),C2FO,0-4 Yrs,0,4,Not Disclosed,Noida,26,hirist,3.6,53,Data Analyst,Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst (US Real Estate Data Experience),Batchservice,3-6 Yrs,3,6,Not Disclosed,Bangalore / Bengaluru,23,Naukri,3.2,9,"Pyspark, Aws Cloud, Big Data",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Bank (3-5 yrs),Dimensions HRD Consultants,3-5 Yrs,3,5,Not Disclosed,Delhi ncr,10,iimjobs,3.4,20,"Data Analytics, Analytics, Consulting - BFSI",Unknown,360000,1330000,0,Range (X-Y yrs)
Data Analyst - Data Visualization (3-8 yrs),HuQuo Consulting Pvt. Ltd.,3-8 Yrs,3,8,Not Disclosed,Gurgaon / Gurugram,16,hirist,3.8,14,"Data Analyst, Data Analytics, Data Visualization",Unknown,360000,1330000,0,Range (X-Y yrs)
